"";"ID.x";"PROLIFIC_PID";"dummy_informedconsent.x";"commCheck.x";"R1";"R2";"R3";"R4";"R5";"meta.userAgent.x";"meta.platform.x";"meta.language.x";"meta.locale.x";"meta.timeZone.x";"meta.timezoneOffset.x";"meta.screen_width.x";"meta.screen_height.x";"meta.scroll_width.x";"meta.scroll_height.x";"meta.window_innerWidth.x";"meta.window_innerHeight.x";"meta.devicePixelRatio.x";"CMQ-02";"CMQ-03";"CMQ-01";"CMQ-04";"CMQ-05";"affImgAffect-R3";"affImgAffect-R2";"affImgAffect-R1";"affImgAffect-R4";"affImgAffect-R5";"CRKQ-05s";"CRKQ-04s";"CRKQ-03s";"CRKQ-03ccc";"CRKQ-05fopr";"CRKQ-02fop";"CRKQ-02ccc";"CRKQ-02s";"CRKQ-03fopr";"CRKQ-01s";"CRKQ-07s";"CRKQ-04fopr";"CRKQ-06s";"CRKQ-04ccc";"CRKQ-01ccc";"CRKQ-01fop";"CCSQ-03ts";"CCSQ-01isr";"CCSQ-02asr";"CCSQ-01as";"CCSQ-03rs";"CCSQ-03as";"CCSQ-02rs";"CCSQ-03isr";"CCSQ-02is";"CCSQ-01rs";"CCSQ-01ts";"CCSQ-02tsr";"GCB-03gm";"GCB-03mg";"GCB-03pw";"GCB-01gm";"GCB-02mg";"GCB-01mg";"GCB-03et";"GCB-03ci";"GCB-02ci";"GCB-01pw";"GCB-01ci";"GCB-02gm";"GCB-02pw";"GCB-01et";"GCB-02et";"feedback_critic.x";"politicalParty";"country.x";"total_min";"socio_age";"socio_sex";"socio_ethnicity";"socio_student";"socio_employment";"total_min_prolific";"mean_affImg";"mean_GCB";"mean_CMQ";"mean_CRKQ";"mean_CCSQ";"fc_CMQ";"fc_GCBci";"fc_GCBet";"fc_GCBgm";"fc_GCBmg";"fc_GCBpw";"fc_CRKQccc";"fc_CRKQfop";"fc_CRKQs";"fc_CCSQ";"classes_conspiracy";"countryParty";"Biospheric-1biospheric";"Biospheric-2biospheric";"Biospheric-3biospheric";"Biospheric-4biospheric";"commCheck.y";"concernClimate1";"concernClimate2";"dummy_informedconsent.y";"education";"feedback_critic.y";"ID.y";"lrscale";"mean_BiosphericValues";"mean_CCCprobability";"mean_CET";"mean_PolicyItems";"mean_RiskPerception";"meta.devicePixelRatio.y";"meta.language.y";"meta.locale.y";"meta.platform.y";"meta.screen_height.y";"meta.screen_width.y";"meta.scroll_height.y";"meta.scroll_width.y";"meta.timeZone.y";"meta.timezoneOffset.y";"meta.userAgent.y";"meta.window_innerHeight.y";"meta.window_innerWidth.y";"policyItems-1";"policyItems-2";"policyItems-3";"policyItems-4";"policyItems-5";"policyItems-6";"policyItems-7";"policyItems-8";"probabilityClimate1";"probabilityClimate2";"Risk-1riskProb";"Risk-2riskProb";"Risk-3riskProb";"Risk-4riskProb";"rlgdgr";"country.y";"CAM_ID";"participantCAM";"mean_valence_macro";"mean_valence_normed_macro";"density_macro";"transitivity_macro";"centr_degree_macro";"centr_clo_macro";"centr_betw_macro";"centr_eigen_macro";"meanDistance_directed_macro";"meanDistance_undirected_macro";"diameter_weighted_undirected_macro";"diameter_unweighted_undirected_macro";"diameter_unweighted_directed_macro";"num_nodes_macro";"num_nodes_pos_macro";"num_nodes_neg_macro";"num_nodes_neut_macro";"num_nodes_ambi_macro";"num_edges_macro";"num_edges_solid_macro";"num_edges_dashed_macro";"num_edges_invaliddashed_macro";"meanWeightEdges_macro";"reciprocity_macro";"assortativity_valence_macro";"assortativityDegree_macro";"degreetot_micro_ClimateChange";"valence_micro_ClimateChange";"centr_clo_micro_ClimateChange";"transitivity_micro_ClimateChange"
"173";178;"6318be45a49442eee3a88cb3";1;1;"drought ";"wildfires";"heat";"storms";"hurricanes ";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Los_Angeles";480;1280;720;1280;436;1280;614;1,25;11;5;9;5;7;1;1;1;1;1;1;5;1;5;2;4;5;1;6;1;2;3;1;6;6;4;1;0;0;3;1;1;1;0;1;1;3;0;4;4;1;3;4;4;1;4;4;4;3;2;1;1;1;NA;"Republican";"USA";7,06539439999801;68;"Female";"White";"No";"Not in paid work (e.g. homemaker', 'retired or disabled)";7,25;1;2,73333333333333;7,4;2,58333333333333;1;0.701225984612079;0,743198392870447;-1,04900607411381;0,537165023321841;1,62611249676106;-0,0881907102799216;0,686262723414707;-0,0518592695800665;-1,07262258225469;-1,17048732283306;2;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"174";179;"6111d3aa2e12fb09c474a445";1;1;"weather";"forest";"rain forest";"extinction";"habitat";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Phoenix";420;1536;864;1536;436;1536;707;1,25;6;5;6;3;5;4;5;4;1;4;2;3;3;4;3;3;4;2;4;2;2;3;2;4;4;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;3;2;2;2;2;"none";"Republican";"USA";3,47770364999364;37;"Female";"Asian";"No";NA;3,65;3,6;2,06666666666667;5;2,66666666666667;2,16666666666667;-0.732715817086585;-0,0824658472751226;-0,0841817667518559;-0,505426114439796;-0,400717612036111;-0,63868585391069;-0,975301278133869;-0,156138193264472;-0,328848390775704;0,0381045528511269;2;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"175";180;"63cedc8a97a0bb604736baea";1;1;"hoax";"dramatic";"leftists";"woke";NA;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"MacIntel";"en-US";"en-US";"America/Denver";420;1440;900;1388;435;1388;753;2;10;6;2;2;2;1;1;1;1;NA;5;5;5;1;5;4;4;5;5;5;5;6;5;3;3;5;2;5;2;5;6;5;5;5;7;6;6;4;1;1;2;1;2;2;1;3;2;1;3;2;1;1;1;"Not at this time. ";"Republican";"USA";4,39603731666726;31;"Male";"White";NA;"Full-Time";4,68333333333333;1;1,6;4,4;5;4,83333333333333;-1.83137324463395;-0,0824658472751205;-1,0490060741138;-1,19282986362192;-0,786087636373265;-0,934315291612118;-2,2427484636681;2,11761694996065;2,37296715075568;2,74769544613259;1;"Republican";NA;NA;NA;NA;1;NA;NA;1;NA;NA;41;NA;NA;NA;NA;NA;NA;2;"en-US";"en-US";"MacIntel";900;1440;435;1440;"America/Denver";420;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";790;1440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";"63cedc8a97a0bb604736baea";"63cedc8a97a0bb604736baea";-1,83333333333333;-0,583333333333333;0,0909090909090909;0,157894736842105;0,0991735537190083;0,382517256322508;0,44297520661157;0,653155521457982;2,40625;3,59090909090909;8;5;4;12;1;8;2;1;12;10;2;0;1,25;0;-0,180327868852458;0,120418848167539;4;0;1;0,166666666666667
"176";181;"64045adff6fa742a6d7f4409";1;1;"hoax";"fear";"money";"elite";NA;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Phoenix";420;1301;732;1302;435;1302;644;1,04999995231628;11;11;11;10;11;1;1;1;1;NA;6;6;6;1;6;4;3;6;6;6;4;6;6;4;5;6;7;6;6;7;7;7;3;6;7;4;7;6;5;5;5;5;4;4;3;5;5;5;5;5;5;3;5;NA;"Republican";"USA";7,8112692499992;51;"Female";"White";"No";"Part-Time";8,18333333333333;1;4,6;10,8;5,66666666666667;6,08333333333333;3.51794521817031;2,21965090607493;1,45588798142599;2,51142690052079;2,01148252109822;2,82837997130758;-1,77837602647131;2,61539502391136;3,13971267537501;3,98864659947722;3;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"177";182;"610dd74ebf5c4e1977a3e54e";1;1;"heat";"extinction";"weather";"drought";"wildfires";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Chicago";360;1440;900;1440;435;1440;789;1;9;8;9;7;8;3;1;3;1;1;4;5;4;3;4;4;4;3;4;4;3;5;3;4;4;4;5;2;2;5;5;3;3;2;5;3;5;3;3;3;2;4;3;4;2;4;2;4;4;4;2;2;2;"I live in a rural area, therefore, I cannot ride a bike, walk or take the bus because of the distance I live from the nearest town. There is also no recycling pickup. I wouldn't even know where to take my recyclables.";"Republican";"USA";11,7945024333333;69;"Female";"White";"No";"Not in paid work (e.g. homemaker', 'retired or disabled)";12,0666666666667;1,8;3;8,2;3,91666666666667;3,58333333333333;1.56644522313955;0,703732702058511;-0,0841817667518561;1,15062184028775;0,94800827999248;0,542518282114831;-1,21444630825922;1,17307079104144;1,1398121208761;1,40937013316534;3;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"178";183;"63978402e524eebeace93868";1;1;"warm";"hoax";"ozone";"water";NA;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0";"Win32";"en-US";"en-US";"America/New_York";300;1778;1000;1770;435;1770;882;1,08000004291534;9;6;8;6;7;6;2;3;6;NA;4;5;5;3;3;3;4;4;3;4;4;3;4;4;4;4;5;4;4;5;6;3;2;4;5;2;5;4;5;4;4;4;2;3;2;4;4;4;4;3;3;2;4;"No, but you made a big deal out of word association, then did only one.  ";"Republican";"USA";7,26549416665634;59;"Female";"White";"No";"Part-Time";7,41666666666667;4,25;3,46666666666667;7,2;3,83333333333333;4,08333333333333;0.81755731464272;1,19021247184704;0,491063674064041;1,54278269497538;0,705333274268195;1,5083068292029;-1,21444630825922;-0,208642325260817;1,603815513089;2,14187466732473;3;"Republican";8;8;8;8;1;2;2;1;"highschool";"no";32;"9";8;2,5;1;1,375;3,5;1,08;"en-US";"en-US";"Win32";1000;1778;435;1520;"America/New_York";300;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0";856;1520;4;1;1;1;1;1;1;1;3;3;5;4;2;3;"10";"USA";"63978402e524eebeace93868";"63978402e524eebeace93868";-1,46153846153846;-0,692307692307692;0,134615384615385;0,315789473684211;0,170138888888889;0,511656277235739;0,577020202020202;0,591917391025738;2,7625;2,43589743589744;6;4;6;13;1;10;2;0;21;21;0;0;1,28571428571429;0;-0,267605633802816;-0,204918032786886;7;0;1;0,142857142857143
"179";184;"6556c9a04aa50bfb13f2a3f2";1;1;"The Earths atmosphere";"weather";"ecosystem";"clouds";"emissions";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Chicago";360;1280;800;1280;436;1280;665;1,5;10;10;10;9;10;7;6;7;5;6;4;6;5;2;2;4;4;5;5;4;4;4;5;5;3;3;3;2;1;4;3;6;3;3;3;2;5;3;5;4;3;5;5;5;4;4;4;4;5;4;3;4;3;NA;"Republican";"USA";8,23995055000278;53;"Female";"White";"No";"Full-Time";8,5;6,2;4,13333333333333;9,8;4,25;3,16666666666667;2.82034270192416;1,63722655082362;1,55784412756409;2,19321297804938;2,2541575268225;1,17322727450957;-1,37708948951723;0,191022773648246;1,93081780791097;0,780340250361388;3;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"180";185;"6143e022ec8dfbce17b7e211";1;1;"heat";"now";"ocean";"global";"sea level";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"MacIntel";"en-US";"en-US";"America/New_York";300;1440;900;1376;435;1376;758;2;10;6;7;7;4;4;2;2;4;2;5;3;4;4;5;5;4;4;4;3;3;5;4;4;4;5;4;3;3;4;4;4;2;3;4;5;5;4;2;2;2;2;3;2;1;3;4;2;2;1;1;1;1;"none";"Republican";"USA";6,11448046666548;69;"Male";"White";"No";"Part-Time";6,31666666666667;2,8;1,93333333333333;6,8;4,16666666666667;3,75;0.202305483906032;-0,0430001564631869;-1,04900607411381;-0,823640036911209;-0,107983419604682;-0,540580579603615;-0,975301278133869;1,60874360541036;1,07865387397213;1,50588014937309;2;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"181";186;"61188057fe5a395476806c12";1;1;"dramatic";"woke";NA;NA;NA;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"MacIntel";"en-US";"en-US";"America/Denver";420;1440;900;1388;435;1388;753;2;10;7;2;2;2;NA;2;2;NA;NA;5;5;5;2;5;5;3;4;5;6;5;5;5;2;2;5;4;5;2;5;5;4;6;5;5;6;5;5;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;"Not at this time";"Republican";"USA";8,9553847000004;32;"Female";"White";"No";"Full-Time";9,23333333333333;2;1,13333333333333;4,6;5;4,75;-1.73695375880654;-1,00407467288348;-1,0490060741138;-1,51104378609333;-1,4141326664347;-1,26939484630543;-2,8760103098078;1,73693869227863;2,50193830167691;2,51332810405633;1;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"182";188;"5ec1c41a1f98090e8c119332";1;1;"Weather";"Clouds";"Tornados";"Storm";"Thunder";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Los_Angeles";480;1366;768;1366;435;1366;657;1;10;7;7;6;7;2;7;6;4;5;5;6;5;2;4;4;3;5;4;6;5;3;4;3;3;4;5;5;2;7;6;6;2;5;5;2;6;4;4;2;4;4;2;3;4;4;3;2;4;4;3;2;2;NA;"Republican";"USA";6,47496851650136;35;"Male";"White";NA;NA;6,73333333333333;4,8;3,13333333333333;7,4;4,58333333333333;4,58333333333333;0.856937433915879;0,946972586952773;0,555219850961742;1,50580922886727;-0,0654067744061129;0,720837405185883;-2,3259982146496;0,279534621104452;2,64751037592662;2,46615835911139;3;"Republican";6;5;4;4;1;2;2;1;"highschool";"";20;"9";4,75;1,75;1;2,25;1,25;1;"en-US";"en-US";"Win32";768;1366;179;1366;"America/Los_Angeles";480;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";657;1366;3;1;3;1;4;1;1;4;1;2;2;1;1;1;"9";"USA";"5ec1c41a1f98090e8c119332";"5ec1c41a1f98090e8c119332";-0,538461538461538;-0,230769230769231;0,0897435897435897;0,146341463414634;0,263888888888889;0,463347939073892;0,638257575757576;0,751479061896737;2,22727272727273;2,43589743589744;4;4;4;13;4;7;1;1;14;13;1;3;1;0;0,0485436893203875;-0,683366733466933;3;0;0,904761904761905;0,333333333333333
"183";189;"647648baa82fb44bb109f367";1;1;"drought";"heat";"melting glaciers";NA;NA;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"MacIntel";"en-US";"en-US";"America/Chicago";360;1440;900;1237;435;1237;698;2;11;8;11;6;10;1;1;1;NA;NA;1;2;6;6;2;2;6;1;5;1;4;2;2;6;6;2;7;0;0;1;1;7;1;0;1;1;3;0;3;1;1;1;3;2;1;3;3;1;1;1;1;1;1;NA;"Republican";"USA";8,50341008333351;62;"Female";"White";"No";"Not in paid work (e.g. homemaker', 'retired or disabled)";8,73333333333333;1;1,6;9,2;2,5;1,83333333333333;2.15375080951404;-0,733254120334036;-1,04900607411381;-0,800669008934292;-0,493353443941833;-1,26939484630544;1,24780253464689;-0,910384005733627;-0,436309195452258;-1,05832521562588;1;"Republican";9;9;9;9;1;7;7;1;"bachelor";"Lots to think about. Thank you for the opportunity!  We'll keep trying on our end to conserve.  My husband and I are committed to doing our part.";42;"9";9;6,75;0,36;5,75;7;2;"en-US";"en-US";"MacIntel";900;1440;435;1237;"America/Chicago";360;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";664;1237;2;5;6;6;7;6;7;7;6;7;7;7;7;7;"10";"USA";"647648baa82fb44bb109f367";"647648baa82fb44bb109f367";-0,461538461538462;-0,153846153846154;0,108974358974359;0,169811320754717;0,288194444444444;0,674174634143286;0,717171717171717;0,716139517347076;6,30769230769231;5,75641025641026;9;3;5;13;5;7;1;0;17;7;10;4;2,76470588235294;0;-0,212403100775192;-0,443023255813953;9;0;1;0,0833333333333333
"184";190;"633f03bb432dc8f74ab3a896";1;1;"natural";"manmade";"minor";"unknown";"unknowable ";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1";"iPhone";"en-US";"en-US";"America/Puerto_Rico";240;390;844;390;179;390;664;3;6;1;6;1;6;4;4;4;4;4;6;6;6;1;6;6;1;6;6;6;6;6;6;1;1;6;1;6;6;7;7;7;7;6;7;7;7;6;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;NA;"Republican";"USA";4,52858333333333;38;"Male";"Other";NA;"Full-Time";4,7;4;1,26666666666667;4;6;6,16666666666667;-1.26757875814818;-0,541364949408466;-1,0490060741138;-1,51104378609332;-1,4141326664347;-1,26939484630543;-4,30995699730501;2,74757467848431;3,33929910268803;4,26972403182714;1;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"185";191;"60ff1981688229d1e3eb43e9";1;1;"heat";"snowstorms";"melting ice caps";"drought";NA;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Los_Angeles";480;1920;1080;1920;435;1920;919;1;10;7;8;9;9;1;4;3;2;NA;1;2;2;6;3;3;3;1;4;1;1;3;1;6;6;2;1;0;0;1;3;1;2;0;1;2;6;0;3;3;3;4;3;4;2;4;4;3;4;2;3;3;4;NA;"Republican";"USA";7,05839159999931;58;"Female";"White";"No";"Full-Time";7,2;2,5;3,26666666666667;8,6;2;1,41666666666667;2.08521533895661;1,19021247184704;0,84856445216124;0,514193995344929;0,948008279992475;0,779492562501067;0,280618191326386;-0,231829148136393;-1,29518034270805;-0,911686757572431;3;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"186";192;"5e3461bd8ec4fc0230fef43a";1;1;"bad";"happening";"unavoidable";"negative";"sad";"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36";"Linux x86_64";"en-US";"en-US";"America/New_York";300;1536;864;1536;436;1536;708;1,25;5;1;1;1;1;1;1;1;1;1;1;1;2;6;4;3;5;1;3;1;1;3;3;6;6;2;7;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"I am taking an Earth Sciences class at Ohio State so I am right there with you on Climate Change. CO2 has gone off the charts. ";"Republican";"USA";8,17064108333332;75;"Male";"White";"No";"Not in paid work (e.g. homemaker', 'retired or disabled)";8,43333333333333;1;1;1,8;2,08333333333333;1,16666666666667;-3.07919007849665;-1,89810283083666;-1,0490060741138;-1,51104378609333;-1,4141326664347;-1,26939484630543;0,925407753540057;-0,0661322027941385;-1,19373633740141;-1,39308869901582;1;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"187";194;"64143e269d37d7ec27c8a2a9";1;1;"HEAT";"WORK CONDITIO";"HEAT STROKE";"SWEAT";"SUNBURN";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36";"Win32";"en-US";"en-US";"America/Los_Angeles";480;1280;720;1280;436;1280;571;1,5;10;9;10;9;8;1;2;3;3;2;5;4;5;5;3;5;5;5;2;4;6;1;6;5;4;4;6;1;2;5;5;5;5;0;6;5;6;2;4;4;5;5;4;4;4;5;4;5;4;5;4;4;5;NA;"Republican";"USA";17,3267855333342;34;"Male";"Black";"No";"Full-Time";17,5666666666667;2,2;4,4;9,2;4,16666666666667;4;2.21487924565001;1,52939694220408;2,13308956837999;2,15623951194128;1,62611249676107;2,53275053360615;-0,100504494888927;-1,09819392749312;2,19821713924125;1,55368329508723;3;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"188";195;"5bc913d99427200001dd47f5";1;1;"disasters";"emissions";"environmental changes";"pollution";NA;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Avast/118.0.0.0";"Win32";"en-US";"en-US";"America/New_York";300;1280;720;1280;435;1280;506;3;7;7;8;5;5;2;2;1;2;NA;2;3;2;6;4;4;5;4;5;3;3;4;1;5;6;4;2;2;3;5;2;5;1;0;2;3;4;2;3;3;2;1;2;3;1;4;2;3;2;2;3;1;1;NA;"Republican";"USA";8,11562741666498;74;"Female";"White";"No";"Part-Time";8,31666666666667;1,75;2,2;6,4;3,25;2,58333333333333;0.108311151382254;-0,190295455894665;-1,04900607411381;-0,482455086462883;0,319963249931043;0,444413007807754;0,61215078152729;0,854497792941208;0,160909672326494;0,480486943745505;2;"Republican";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
